trace.txCount, trace.rxCount, loss, load,trace.offeredLoad, trace.throughput
270, 269, 0.37037036, 0.1,0.08333333333333333, 0.08302469135802469
484, 477, 1.446281, 0.2,0.14938271604938272, 0.14722222222222223
630, 608, 3.6507936, 0.3,0.19444444444444445, 0.18765432098765433
663, 645, 2.7149322, 0.4,0.20462962962962963, 0.19907407407407407
740, 716, 3.3783784, 0.5,0.22839506172839505, 0.22098765432098766
760, 716, 5.7894735, 0.6,0.2345679012345679, 0.22098765432098766
758, 718, 5.277045, 0.7,0.2339506172839506, 0.22160493827160493
763, 716, 6.159895, 0.8,0.23549382716049383, 0.22098765432098766
764, 714, 6.5445027, 0.9,0.23580246913580247, 0.22037037037037038
708, 665, 6.0734463, 1.0,0.21851851851851853, 0.2052469135802469
724, 674, 7.044199, 1.1,0.2234567901234568, 0.2080246913580247
689, 644, 6.5312047, 1.2,0.21265432098765433, 0.19876543209876543
672, 627, 6.547619, 1.3,0.2074074074074074, 0.1935185185185185
643, 606, 5.443235, 1.4,0.1984567901234568, 0.18703703703703703
649, 604, 7.2419105, 1.5,0.10483805831516033, 0.0975688555044019
